metric,val_mean,val_std,test_mean,test_std
alerts_per_1000,30.103595368677635,0.9120432387017526,30.652041438147467,1.8543722187328373
f1,0.887348684461756,0.012992560906948855,0.8957173804689121,0.028641269070608634
mean_time_to_detect_sec,43.0,7.351303739246982,39.583333333333336,9.040034414880411
pr_auc,0.9540508734632279,0.005797244446999847,0.9555058336401784,0.0033637453848198925
precision,0.9239352047056432,0.02833359906861973,0.9258659818442427,0.056426353396525485
recall,0.8539325842696629,0.0,0.8689138576779026,0.00529668000888801
