nu,gamma,threshold,val_precision,val_recall,val_f1,val_pr_auc,val_alerts_per_1000,val_time_to_detect,test_precision,test_recall,test_f1,test_pr_auc,test_alerts_per_1000,test_time_to_detect
0.03,scale,10.55500828699794,0.9382716049382716,0.8539325842696629,0.8941176470588236,0.966045038241651,29.616087751371115,44.5,0.9746835443037974,0.8651685393258427,0.9166666666666666,0.9738949058689987,28.884826325411336,42.5
0.05,scale,23.031605303276308,0.9440993788819876,0.8539325842696629,0.8967551622418879,0.9625020432202329,29.43327239488117,44.5,0.9935483870967742,0.8651685393258427,0.924924924924925,0.9722267169759622,28.3363802559415,42.5
0.08,scale,47.731886951882615,0.9440993788819876,0.8539325842696629,0.8967551622418879,0.9601724621132346,29.43327239488117,44.5,0.9935483870967742,0.8651685393258427,0.924924924924925,0.9692122293888217,28.3363802559415,42.5
0.03,0.05,16.752753523794052,0.9382716049382716,0.8539325842696629,0.8941176470588236,0.9656095173395655,29.616087751371115,45.75,0.975,0.8764044943820225,0.9230769230769231,0.9740866365301022,29.250457038391225,40.25
0.05,0.05,36.01390143368434,0.9440993788819876,0.8539325842696629,0.8967551622418879,0.9621506389199767,29.43327239488117,44.5,0.9936305732484076,0.8764044943820225,0.9313432835820895,0.9721504862248758,28.702010968921392,40.25
0.08,0.05,74.811000990177,0.9382716049382716,0.8539325842696629,0.8941176470588236,0.9582929809155193,29.616087751371115,44.5,0.9936305732484076,0.8764044943820225,0.9313432835820895,0.9677415085338664,28.702010968921392,40.25
