metric,val_mean,val_std,test_mean,test_std
alerts_per_1000,29.981718464351008,0.7463405675756196,22.54722730042657,0.8221046656448541
f1,0.8890155772889505,0.010613388293442046,0.7986966345613418,0.013169973818087549
mean_time_to_detect_sec,40.523809523809526,7.595499323765638,38.91428571428571,13.784186937349968
pr_auc,0.9411175670809254,0.0219925615800285,0.947698062800324,0.01555128375583071
precision,0.927404131694549,0.0230967781731876,0.9765033066176149,0.027455766633192723
recall,0.8539325842696629,0.0,0.6760299625468166,0.01401369807780501
